Epoch;Phase;Loss;Acurracy
0;train;0.14519297650882176;0.6645962732919255
0;val;0.024576515968268115;0.9722222222222222
1;train;0.08413979556897412;0.8695652173913043
1;val;0.007820106835828887;1.0
0;train;0.08752899971842673;0.8757763975155279
0;val;0.01500889010882626;0.9722222222222222
1;train;0.06259472329771111;0.8571428571428571
1;val;0.01615946722773111;0.9722222222222222
